ts_code,name,exchange,申万一级,申万二级,营收同比_2025A,净利润同比_2025A,净利润_2025A,营收同比_2026Q1,净利润同比_2026Q1,净利润_2026Q1,min_yoy,trade_date,final_rating,pm_summary,pm_price_target,pm_time_horizon,trader_action,trader_entry,trader_stop,trader_sizing,rm_recommendation,final_rating_opus,pm_summary_opus,pm_price_target_opus,pm_time_horizon_opus,trader_action_opus,rm_recommendation_opus,md_path,opus_md_path
603365.SH,水星家纺,SSE,纺织服饰,服装家纺,7.9923011797,10.96,406830419.68,5.7431467357,17.09,105122510.49,5.7431467357,,,,,,,,,,,,,,,,,,
003016.SZ,欣贺股份,SZSE,纺织服饰,服装家纺,5.3500485693,126.63,17944072.36,7.1460068833,191.5,18048912.48,5.3500485693,,,,,,,,,,,,,,,,,,
001390.SZ,古麒绒材,SZSE,纺织服饰,纺织制造,8.9765768432,6.01,178300133.98,18.6856957972,4.9,39972971.26,4.9,,,,,,,,,,,,,,,,,,
603889.SH,新澳股份,SSE,纺织服饰,纺织制造,4.3675902252,12.1,480116363.25,16.5329972804,18.62,120058390.99,4.3675902252,,,,,,,,,,,,,,,,,,
002404.SZ,嘉欣丝绸,SZSE,纺织服饰,服装家纺,4.0661404974,12.04,180085890.34,7.906085535,10.95,54908304.66,4.0661404974,,,,,,,,,,,,,,,,,,
600630.SH,龙头股份,SSE,纺织服饰,服装家纺,3.3264223686,17.66,47053198.78,6.5805727595,36.33,24746897.3,3.3264223686,,,,,,,,,,,,,,,,,,
603238.SH,诺邦股份,SSE,纺织服饰,纺织制造,28.4967604907,23.2,117316090.21,16.2090554169,2.0,31038278.67,2.0,,,,,,,,,,,,,,,,,,
603558.SH,健盛集团,SSE,纺织服饰,纺织制造,0.5857018652,24.62,404921600.55,2.788291267,51.92,91337592.53,0.5857018652,,,,,,,,,,,,,,,,,,
600398.SH,海澜之家,SSE,纺织服饰,服装家纺,3.1929671822,0.34,2165990940.78,7.6638134057,1.51,949298988.95,0.34,,,,,,,,,,,,,,,,,,
600770.SH,综艺股份,SSE,综合,综合Ⅱ,35.6616903909,261.12,109116696.35,29.1568567291,332.7979468553,15112100.51,29.1568567291,,,,,,,,,,,,,,,,,,
000833.SZ,粤桂股份,SZSE,综合,综合Ⅱ,9.3825654048,72.3,479955507.86,43.1743453828,84.56,215678713.32,9.3825654048,,,,,,,,,,,,,,,,,,
000421.SZ,南京公用,SZSE,综合,综合Ⅱ,6.269510286,4.7,48080325.78,24.4019144066,119.93,72387247.57,4.7,,,,,,,,,,,,,,,,,,
603059.SH,倍加洁,SSE,美容护理,个护用品,18.2037309987,248.4732792999,114793754.13,29.3856483301,57.94,19600740.31,18.2037309987,,,,,,,,,,,,,,,,,,
001328.SZ,登康口腔,SZSE,美容护理,个护用品,9.9840827373,12.35,181077979.98,15.0944812921,20.01,51789334.29,9.9840827373,,,,,,,,,,,,,,,,,,
002511.SZ,中顺洁柔,SZSE,美容护理,个护用品,7.7205240997,312.8,318606854.67,6.2917608187,53.76,102659662.71,6.2917608187,,,,,,,,,,,,,,,,,,
603193.SH,润本股份,SSE,美容护理,个护用品,17.191557255,4.78,314501633.08,11.2737843644,19.09,52635434.58,4.78,,,,,,,,,,,,,,,,,,
600315.SH,上海家化,SSE,美容护理,化妆品,11.249734839,132.1189956805,267580951.22,5.379021832,2.3,222134304.08,2.3,,,,,,,,,,,,,,,,,,
605118.SH,力鼎光电,SSE,计算机,计算机设备,33.8523790706,48.31,260037224.78,44.6734195468,23.86,70441851.81,23.86,2026-05-11,Underweight,在未来3-5个交易日内，利用股价反弹至47.50–48.00区间（前10日均线附近支撑转阻力区域）分批执行减仓，将605118.SH仓位降至当前持仓的50-60%（组合占比约2.5-4%）。剩余核心仓位设置43.50硬止损（对应50日均线），若收盘跌破则全仓离场。重新进场条件：超大单连续两个交易日净流入超500万，且价格收复10日均线——两条信号缺一不可。,43.5,执行窗口3-5个交易日；核心仓位持有至硬止损触发或重新进场信号出现，以先到者为准 ---,,,,,,,,,,,,analyses/力鼎光电_605118_2026-05-11.md,
002376.SZ,新北洋,SZSE,计算机,计算机设备,17.343404525,55.18,75320400.0,28.0211226409,90.73,9391464.29,17.343404525,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/新北洋_002376_2026-05-11.md,
603019.SH,中科曙光,SSE,计算机,计算机设备,13.8120072272,13.87,2176292865.25,23.7100491767,22.19,227843919.03,13.8120072272,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/中科曙光_603019_2026-05-11.md,
002609.SZ,捷顺科技,SZSE,计算机,IT服务Ⅱ,10.4404462183,102.55,63574142.4,19.346174427,16.92,1848019.52,10.4404462183,,,,,,,,,,,,,,,,,,
601360.SH,三六零,SSE,计算机,软件开发,9.3723038526,124.0458256042,263013000.0,7.8956856921,139.9998535689,109266000.0,7.8956856921,,,,,,,,,,,,,,,,,,
000938.SZ,紫光股份,SZSE,计算机,IT服务Ⅱ,22.4289371547,7.19,1685521754.82,34.6087720553,126.06,787908617.19,7.19,2026-05-12,Underweight,立即将000938.SZ仓位削减30%-50%，降至低配水平。当前主力资金10日累计净流出高达-421亿元，融资余额4日骤降6.5%，叠加毛利率腰斩至12.88%与经营现金流转负，短期风险收益比显著不利。保留核心仓位以捕捉AI基础设施长期需求与新华三战略价值，但须设置29.50元止损线，并等待三大再入场信号（主力资金连续3日净流入、融资余额企稳于390亿上方、毛利率环比改善）满足至少两项后方可考虑加仓。,27.0,1-3个月（等待资金面与基本面信号改善） ---,Sell,,,Exit full position FINAL TRANSACTION PROPOSAL: **SELL** ---,Underweight,,,,,,,analyses/紫光股份_000938_2026-05-12.md,
603171.SH,税友股份,SSE,计算机,IT服务Ⅱ,5.5731824385,21.02,136242024.18,8.6695153091,26.39,31276196.49,5.5731824385,,,,,,,,,,,,,,,,,,
600455.SH,博通股份,SSE,计算机,软件开发,4.4803188783,36.43,44409183.73,3.9585444278,7.43,17021636.7,3.9585444278,,,,,,,,,,,,,,,,,,
002236.SZ,大华股份,SZSE,计算机,计算机设备,1.749021811,32.77,3857923611.86,10.3293393481,6.81,697780082.97,1.749021811,2026-05-12,Hold,维持现有仓位不动，不加仓也不减仓。核心等待两个信号之一：①主力资金连续3日净流入累计超1亿元，或②融资余额回落至20亿元以下伴随价格企稳，届时可考虑加仓。设置18.89元（200日均线）作为转乐观的观察锚点、16.35元（3月低点）作为转悲观的止损锚点。当前区间震荡格局下，任何主动操作都是在押注方向，而非管理风险。,18.89,1-3个月 ---,Hold,,,,Hold,,,,,,,analyses/大华股份_002236_2026-05-12.md,
001339.SZ,智微智能,SZSE,计算机,计算机设备,1.304267659,36.84,170944823.1,52.9589405159,159.13,109137611.76,1.304267659,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/智微智能_001339_2026-05-11.md,
002063.SZ,远光软件,SZSE,计算机,软件开发,8.0756570898,2.44,300061092.91,0.3943343656,15.27,10821686.78,0.3943343656,,,,,,,,,,,,,,,,,,
603508.SH,思维列控,SSE,计算机,计算机设备,0.2949051436,1.42,556146869.81,18.6632137812,26.66,160623935.35,0.2949051436,2026-05-11,Underweight,建议现有持仓者在26.50–27.00区间减持30%–50%仓位，锁定4/29涨停以来的浮盈。剩余仓位保留以捕捉中长期基本面改善潜力，但需将止损收紧至25.10元（20 SMA下方）。空仓者暂不介入，等待主力资金连续2日净流入或股价充分回调至50 SMA（25.56元）附近后再重新评估。,,1-3个月（等待Q2财报或资金面改善信号后重新评估） ---,,,,,,,,,,,,analyses/思维列控_603508_2026-05-11.md,
002415.SZ,海康威视,SZSE,计算机,计算机设备,0.0132665355,18.52,14195371894.42,11.7828451381,36.42,2781171173.25,0.0132665355,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/海康威视_002415_2026-05-11.md,
603615.SH,茶花股份,SSE,轻工制造,家居用品,126.5963689028,117.0800528405,6405829.56,290.3240545096,439.5226006412,5014680.16,117.0800528405,,,,,,,,,,,,,,,,,,
002846.SZ,英联股份,SZSE,轻工制造,包装印刷,12.0373174954,188.96,35292494.25,19.378707237,13.41,12524228.07,12.0373174954,,,,,,,,,,,,,,,,,,
605099.SH,共创草坪,SSE,轻工制造,家居用品,11.4886512876,30.6,667674213.96,15.2378229243,28.68,200738139.1,11.4886512876,,,,,,,,,,,,,,,,,,
001221.SZ,悍高集团,SZSE,轻工制造,家居用品,25.8291416805,32.39,703507797.2,12.538318645,11.19,128528625.83,11.19,,,,,,,,,,,,,,,,,,
601968.SH,宝钢包装,SSE,轻工制造,包装印刷,5.5431573566,8.89,187703886.93,21.9403791903,14.01,65390560.74,5.5431573566,,,,,,,,,,,,,,,,,,
001238.SZ,浙江正特,SZSE,轻工制造,文娱用品,35.6211685014,359.05,36218379.32,24.7127460472,4.91,42537167.97,4.91,,,,,,,,,,,,,,,,,,
600356.SH,恒丰纸业,SSE,轻工制造,造纸,1.7650885196,70.72,197723106.35,2.1332720739,103.0,56900117.75,1.7650885196,,,,,,,,,,,,,,,,,,
603733.SH,仙鹤股份,SSE,轻工制造,造纸,20.1420081453,0.88,1012618607.21,5.8800813463,6.2,250865291.56,0.88,,,,,,,,,,,,,,,,,,
002831.SZ,裕同科技,SZSE,轻工制造,包装印刷,0.4726531674,13.05,1592353960.25,2.550315514,1.95,245783456.8,0.4726531674,,,,,,,,,,,,,,,,,,
603083.SH,剑桥科技,SSE,通信,通信设备,32.0738925036,58.08,263485209.59,43.9813087364,276.44,118328991.17,32.0738925036,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/剑桥科技_603083_2026-05-11.md,
002281.SZ,光迅科技,SZSE,通信,通信设备,44.2003123791,43.1,946320781.21,24.7949049751,59.76,239931671.46,24.7949049751,2026-05-08,Underweight,立即执行减仓，将002281.SZ仓位降至原仓位的30%-40%，利用明日（5月9日）开盘惯性冲高时分批减持。设置硬止损线160元（约-11.5%，相当于2倍ATR），若收盘价跌破则无条件清仓剩余头寸。严禁在当前价位新建仓位。后续等待RSI回落至50以下、融资余额单日减少超2亿、或股价回调至50日均线（约120-130元）区间时，再评估试探性建仓。,125.0,1-3个月 ---,,,,,,Underweight,经过对 002281.SZ 光迅科技 5 份独立分析报告（技术面、社交舆情、新闻公告、基本面、A 股资金面）、多空双方深度辩论、Research Manager 综合判决、Trader 投资计划、3 位风险分析师辩论以及 Risk Judge 最终裁决的完整流程审议，**作出 Underweight 评级，立即执行多阶段减仓至原仓位的 20–25%**。 具体执行计划： 1. **5/9 开盘后第一阶段**：利用涨停板的惯性冲高分批减仓至 60% 仓位 2. **5/9 收盘前第二阶段**：进一步减至 40% 仓位 3. **5/12 第三阶段**：视盘面节奏减至最终目标 25% 仓位（区间 20–25%） 4. **硬止损 155 元**：收盘价跌破即无条件清仓剩余仓位 5. **KPI 动态触发**：5 项关键指标（超大单流向、北向资金、融资余额、RSI、成交额）任一突破升级阈值即加速减至 10% 6. **严禁新建仓位**：当前价位 180.72 元为风险报酬比严重不对称区域 7. **重新介入条件**：股价回调至 120–135 元 + RSI < 50 + 至少 3 条确认条件（Q2 财报、主力净买、北向转买、融资回落、行业催化） **目标价**：1–3 个月内 125 元（中性预期），下行预期 100 元，反弹上限 155 元。,125.0 元 下行预期：100 元（深度回调情景） 中性预期：125 元（标准回调情景） 反弹预期：155 元（弱回调情景）,"1–3 个月 --- #### 最后陈述 光迅科技（002281.SZ）作为国内光器件龙头，长期产业地位扎实，AI 光互联+6G+商业航天的多重产业 beta 真实存在。但**长期价值不等于任何价位都值得持有**。 在 180.72 元这个价位上，市场已经把 2026 年最乐观的业绩 + 2027 年的预期 + 6G 商用化的远期叙事全部贴现到当下。**TTM PE 137x、五重资金面筑顶信号、四重技术面极值共振、存货堆积的财务隐忧**——这四重组合在 A 股 10 年历史上几乎从未以""继续温和上涨""收场。 **理性的资金管理不是在""长期看多""和""短期看空""之间二选一，而是承认两者的时间错配，并通过仓位调整匹配各自的窗口期**。20–25% 的核心仓位足够分享潜在的尾部冲刺，155 元的硬止损足够保护本金，125 元的目标价为重新介入提供清晰锚点。 **当多方的产业逻辑（2027–2028 年）与空方的战术警告（1–3 个月）发生时间错配时，专业投资者的本能反应是先避险后等待——而不是在叙事中迷失，承受可能的 30–40% 回撤。** 市场上从不缺机会，缺的是经得起检验的入场点。光迅的下一个黄金入场点，不在 180 元，而在 120–135 元区间的下一轮整理后。 **FINAL TRANSACTION PROPOSAL: SELL** --- **报告完成时间**: 2026-05-11 **报告类型**: Opus 版（完整 9 部分深度分析） **适用对象**: 中长期价值投资者 + 短期风险管理需求方 **免责声明**: 本报告基于公开信息和模型分析，仅供参考，不构成具体投资建议。投资有风险，决策需谨慎。",,,analyses/光迅科技_002281_2026-05-08.md,analyses/光迅科技_002281_2026-05-08_Opus.md
601869.SH,长飞光纤,SSE,通信,通信设备,16.8453230122,20.4,813737266.0,27.7014158526,226.4,495131710.0,16.8453230122,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/长飞光纤_601869_2026-05-11.md,
603118.SH,共进股份,SSE,通信,通信设备,9.8142920632,197.2938133621,77782782.41,6.2565252539,9.65,24449905.91,6.2565252539,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/共进股份_603118_2026-05-11.md,
003031.SZ,中瓷电子,SZSE,通信,通信设备,8.6680950997,4.36,562674690.41,79.0482462492,57.32,193303413.2,4.36,2026-05-11,Overweight,采用分阶段建仓策略：立即部署目标仓位的30%（组合权重0.5%）以建立初步敞口，剩余70%分为两批——第一批40%在回调至5日/10日均线（~140-145区间）时加仓，第二批30%在更深回撤至20日均线（~130-135）或4月29日缺口回补位（~127-128）时加仓。硬止损设在123.50（4月29日低点），跌破则全部离场。目标组合权重1.5-2.0%，时间周期6-12个月，密切跟踪Q2业绩预告、静电卡盘量产订单及每日融资余额变化。,,6-12个月 ---,,,,,,Buy,"中瓷电子（003031.SZ）当前正处于一次罕见的""**AI 算力 × 半导体国产替代双窄口 + 主力资金真金白银吸筹 + 业绩加速期 + 财务无风险**""四重共振窗口期。建议以当前价 150–154 元区间**挂限价单立即建立 20% 核心仓位**（对应组合权重约 0.3–0.4%，最终目标权重 1.5–2.0%），保留 **80% 弹药**对应三个加仓触发器： - **触发器 A（浅回调）**：回调至 138–145 元（5 日 EMA + 5/8 启动平台）→ 加仓 30% - **触发器 B（深回调）**：回调至 128–135 元（10 EMA 131.90 / VWMA 127.32 / 4/29 缺口 127.50）+ RSI < 60 + 融资余额回落 → 加仓 30% - **触发器 C（突破追涨）**：突破 165 元站稳 3 日 + 量能 ≥ 1.3× 20 日均量 → 加仓 20% **预期平均成本**：≈ **146.40 元** 风控采用**三层止损 + 多维度业绩验证**： - **软止损 131.90**（10 EMA）→ 减仓 30% - **硬止损 119.77**（布林中轨 + 4/29 缺口下沿 + 主力资金连续 3 日净流出）→ 减仓 50% - **终极止损 96.28**（50 SMA + 1 ATR 缓冲）→ 清仓 - **杠杆触发**：融资余额突破 10.5 亿元 + 股价 3 日内未创新高 → 主动减仓 1/3 - **Q2 业绩验证**（约 2026 年 8 月）：毛利率仍 < 32% 或扣非 < +40% → 无条件减仓 50% - **流动性触发**：单日跌幅 > 6% 且成交量 > 20 日均量 1.5 倍 → 减仓 50% - **股东户数触发**：1 个月激增 > 20% → 减仓 30% - **盈利保护**：股价站稳 175 元 3 日后止损上移至 145；站稳 200 元后上移至 165；站稳 230 元后上移至 195 **短期目标 170–180 元（4–8 周），中期目标 195–220 元（3–6 月），超额情景 240–280 元**。",170–180 元 （短期 4–8 周）/ **195–220 元**（中期 3–6 月）/ **240–280 元**（基本面持续超预期 + ESC 规模化 + AI 持续加速 + 海外业务恢复）,3–6 个月 ---,,,analyses/中瓷电子_003031_2026-05-11.md,analyses/中瓷电子_003031_2026-05-11_Opus.md
600522.SH,中天科技,SSE,通信,通信设备,9.2369184722,2.25,2902294275.49,34.7112176697,46.42,918953763.69,2.25,2026-05-11,Hold,,,,,,,,,,,,,,,analyses/中天科技_600522_2026-05-11.md,
600345.SH,长江通信,SSE,通信,通信设备,10.5979492276,28.41,219171549.55,0.6966556,230.1825021461,17942840.42,0.6966556,2026-05-11,Buy,,,,,,,,,,,,,,,analyses/长江通信_600345_2026-05-11.md,
600382.SH,广东明珠,SSE,钢铁,冶钢原料,125.6951594851,3243.47,184140716.93,16.9943300918,8.97,58716568.44,8.97,,,,,,,,,,,,,,,,,,
000778.SZ,新兴铸管,SZSE,钢铁,普钢,2.2882748257,465.67,947163232.55,17.9258451646,43.94,197231864.73,2.2882748257,,,,,,,,,,,,,,,,,,
000783.SZ,长江证券,SZSE,非银金融,证券Ⅱ,59.86,101.44,3696410771.03,34.65,51.73,1486264121.61,34.65,,,,,,,,,,,,,,,,,,
000776.SZ,广发证券,SZSE,非银金融,证券Ⅱ,34.33,42.18,13701548267.44,64.33,70.73,4707447205.41,34.33,,,,,,,,,,,,,,,,,,
601375.SH,中原证券,SSE,非银金融,证券Ⅱ,40.9743751169,85.41,455818683.4,34.0436259069,63.8,168651261.5,34.0436259069,,,,,,,,,,,,,,,,,,
601995.SH,中金公司,SSE,非银金融,证券Ⅱ,33.504393679,71.93,9790532489.0,54.261391239,75.19,3577445645.0,33.504393679,,,,,,,,,,,,,,,,,,
600030.SH,中信证券,SSE,非银金融,证券Ⅱ,28.7949963164,38.58,30076100951.5,40.9138156047,54.6,10216128310.91,28.7949963164,,,,,,,,,,,,,,,,,,
600369.SH,西南证券,SSE,非银金融,证券Ⅱ,25.3476261312,51.9,1062373676.82,28.9051896716,26.39,310343485.67,25.3476261312,,,,,,,,,,,,,,,,,,
601878.SH,浙商证券,SSE,非银金融,证券Ⅱ,35.9543021612,24.87,2412423938.67,40.8160277875,35.2,751157315.22,24.87,,,,,,,,,,,,,,,,,,
002961.SZ,瑞达期货,SZSE,非银金融,多元金融,23.2,42.95,546952255.31,108.42,151.19,203605452.75,23.2,,,,,,,,,,,,,,,,,,
601066.SH,中信建投,SSE,非银金融,证券Ⅱ,22.4063053247,30.68,9439423821.46,62.2649815553,99.03,3667406478.67,22.4063053247,,,,,,,,,,,,,,,,,,
600999.SH,招商证券,SSE,非银金融,证券Ⅱ,19.5311681892,18.91,12349522678.95,47.9584732677,41.73,3270564508.47,18.91,,,,,,,,,,,,,,,,,,
600109.SH,国金证券,SSE,非银金融,证券Ⅱ,26.9009614167,36.32,2276891494.01,28.8273507248,18.83,692334389.42,18.83,,,,,,,,,,,,,,,,,,
601456.SH,国联民生,SSE,非银金融,证券Ⅱ,185.9862729067,405.49,2008916574.4,18.8052642935,32.07,496755400.36,18.8052642935,,,,,,,,,,,,,,,,,,
000686.SZ,东北证券,SZSE,非银金融,证券Ⅱ,17.78,66.13,1451396794.06,34.8,102.84,410337583.28,17.78,,,,,,,,,,,,,,,,,,
600918.SH,中泰证券,SSE,非银金融,证券Ⅱ,17.5750867096,53.07,1434724436.51,25.136663686,26.8,468989645.57,17.5750867096,,,,,,,,,,,,,,,,,,
601696.SH,中银证券,SSE,非银金融,证券Ⅱ,17.3884420714,15.32,1045285044.73,22.574533714,28.94,361558617.84,15.32,,,,,,,,,,,,,,,,,,
600927.SH,永安期货,SSE,非银金融,多元金融,17.333083752,15.1,651800708.05,138.831045568,506.59,193986465.11,15.1,,,,,,,,,,,,,,,,,,
601901.SH,方正证券,SSE,非银金融,证券Ⅱ,36.0844564443,79.85,3970059037.13,14.6952388961,24.35,1486028590.88,14.6952388961,,,,,,,,,,,,,,,,,,
601377.SH,兴业证券,SSE,非银金融,证券Ⅱ,21.0259428901,32.64,2870360059.54,13.4373518741,52.17,785676458.1,13.4373518741,,,,,,,,,,,,,,,,,,
601788.SH,光大证券,SSE,非银金融,证券Ⅱ,13.0594163751,21.77,3724190527.91,23.1006893922,42.34,1166176164.68,13.0594163751,,,,,,,,,,,,,,,,,,
601059.SH,信达证券,SSE,非银金融,证券Ⅱ,22.8562824554,38.74,1893704022.18,13.0064516892,120.87,452339231.37,13.0064516892,,,,,,,,,,,,,,,,,,
000166.SZ,申万宏源,SZSE,非银金融,证券Ⅱ,30.2927896378,82.46,9507226300.42,11.7176685637,19.15,2356063780.03,11.7176685637,,,,,,,,,,,,,,,,,,
601108.SH,财通证券,SSE,非银金融,证券Ⅱ,10.1264771175,12.5,2632256997.26,54.4078991902,113.03,617079837.34,10.1264771175,,,,,,,,,,,,,,,,,,
601881.SH,中国银河,SSE,非银金融,证券Ⅱ,24.3421116408,24.81,12519718792.04,15.6621946994,10.09,3320207445.86,10.09,,,,,,,,,,,,,,,,,,
600906.SH,财达证券,SSE,非银金融,证券Ⅱ,10.7408962572,8.82,747083879.1,51.0612116655,114.53,253387767.04,8.82,,,,,,,,,,,,,,,,,,
002926.SZ,华西证券,SZSE,非银金融,证券Ⅱ,17.75,101.98,1470328175.6,7.41,30.76,393609223.3,7.41,,,,,,,,,,,,,,,,,,
000750.SZ,国海证券,SZSE,非银金融,证券Ⅱ,7.2225972831,79.57,769223948.65,30.1811684563,28.28,256833248.74,7.2225972831,,,,,,,,,,,,,,,,,,
601688.SH,华泰证券,SSE,非银金融,证券Ⅱ,6.8341654074,6.72,16383497118.1,41.4811446142,31.79,4800496779.97,6.72,,,,,,,,,,,,,,,,,,
600901.SH,江苏金租,SSE,非银金融,多元金融,15.7463004344,10.12,3240544113.38,16.4593071813,6.49,821834701.53,6.49,,,,,,,,,,,,,,,,,,
600958.SH,东方证券,SSE,非银金融,证券Ⅱ,26.1754834684,68.16,5633559541.41,5.2886954227,10.55,1587119915.99,5.2886954227,,,,,,,,,,,,,,,,,,
601136.SH,首创证券,SSE,非银金融,证券Ⅱ,4.5841934344,7.26,1056402621.34,30.7988087082,30.19,196654622.15,4.5841934344,,,,,,,,,,,,,,,,,,
600061.SH,国投资本,SSE,非银金融,证券Ⅱ,3.79,21.71,3279299080.12,31.81,12.63,765593627.35,3.79,,,,,,,,,,,,,,,,,,
603093.SH,南华期货,SSE,非银金融,多元金融,2.4541843991,6.18,486263116.66,60.6553235036,138.82,204762958.01,2.4541843991,,,,,,,,,,,,,,,,,,
002500.SZ,山西证券,SZSE,非银金融,证券Ⅱ,11.8,29.86,924416247.0,3.95,2.2,255046997.0,2.2,,,,,,,,,,,,,,,,,,
600830.SH,香溢融通,SSE,非银金融,多元金融,15.28,51.03,80305654.59,0.67,8.38,25267294.34,0.67,,,,,,,,,,,,,,,,,,
600318.SH,新力金融,SSE,非银金融,多元金融,12.2994645806,14.49,35677677.48,0.6345556171,16.37,20281733.19,0.6345556171,,,,,,,,,,,,,,,,,,
002939.SZ,长城证券,SZSE,非银金融,证券Ⅱ,29.24,48.86,2351600065.53,0.02,2.56,620775021.78,0.02,,,,,,,,,,,,,,,,,,
600186.SH,莲花控股,SSE,食品饮料,调味发酵品Ⅱ,30.4521969089,52.59,309119428.92,28.012075148,42.06,143481980.23,28.012075148,,,,,,,,,,,,,,,,,,
605499.SH,东鹏饮料,SSE,食品饮料,饮料乳品,31.7978938363,32.72,4415263147.79,21.4554820991,28.31,1257422750.29,21.4554820991,,,,,,,,,,,,,,,,,,
002956.SZ,西麦食品,SZSE,食品饮料,休闲食品,18.1118361399,28.93,171713736.58,25.6454425147,85.86,101346845.59,18.1118361399,,,,,,,,,,,,,,,,,,
603697.SH,有友食品,SSE,食品饮料,休闲食品,34.3904753581,17.94,185556740.99,39.6157093346,30.71,65774624.08,17.94,,,,,,,,,,,,,,,,,,
603170.SH,宝立食品,SSE,食品饮料,调味发酵品Ⅱ,10.6562563446,12.59,262600695.96,16.0029481103,12.58,65577542.24,10.6562563446,,,,,,,,,,,,,,,,,,
600298.SH,安琪酵母,SSE,食品饮料,调味发酵品Ⅱ,10.0805311753,16.6,1544409068.94,19.4915050373,15.08,425925053.0,10.0805311753,,,,,,,,,,,,,,,,,,
603288.SH,海天味业,SSE,食品饮料,调味发酵品Ⅱ,7.3179985574,10.95,7038465194.15,8.5657831927,10.97,2443715832.21,7.3179985574,,,,,,,,,,,,,,,,,,
002946.SZ,新乳业,SZSE,食品饮料,饮料乳品,5.3259418836,35.98,731146914.29,8.3055621518,39.89,186392105.7,5.3259418836,,,,,,,,,,,,,,,,,,
600189.SH,泉阳泉,SSE,食品饮料,饮料乳品,5.0145380341,145.53,15078775.12,10.0194731807,96.55,10042501.33,5.0145380341,,,,,,,,,,,,,,,,,,
000729.SZ,燕京啤酒,SZSE,食品饮料,非白酒,4.5405473278,59.06,1679117088.59,7.06269331,60.19,264750304.54,4.5405473278,,,,,,,,,,,,,,,,,,
601579.SH,会稽山,SSE,食品饮料,非白酒,11.6806166306,24.7,244641388.55,3.9429122036,27.96,119952373.55,3.9429122036,,,,,,,,,,,,,,,,,,
001219.SZ,青岛食品,SZSE,食品饮料,休闲食品,3.6669154992,13.74,110870965.8,12.8923377422,5.95,31513284.01,3.6669154992,,,,,,,,,,,,,,,,,,
600305.SH,恒顺醋业,SSE,食品饮料,调味发酵品Ⅱ,4.1290269686,12.8,143638286.54,3.5958392373,17.93,66653249.39,3.5958392373,,,,,,,,,,,,,,,,,,
603755.SH,日辰股份,SSE,食品饮料,调味发酵品Ⅱ,15.7045332656,31.87,84210400.43,23.7297729305,3.02,18195930.41,3.02,,,,,,,,,,,,,,,,,,
002847.SZ,盐津铺子,SZSE,食品饮料,休闲食品,8.640677522,16.95,748413603.64,2.9384521083,29.48,230742880.99,2.9384521083,,,,,,,,,,,,,,,,,,
002461.SZ,珠江啤酒,SZSE,食品饮料,非白酒,2.5567011921,11.54,903802727.8,5.8580575504,14.07,179123408.58,2.5567011921,,,,,,,,,,,,,,,,,,
600887.SH,伊利股份,SSE,食品饮料,饮料乳品,0.1308962762,36.82,11565166497.81,5.4718973008,10.68,5394651297.16,0.1308962762,,,,,,,,,,,,,,,,,,
